kumu_id,from,to,label,type,subtype,weight_num,strength,directionality,formality,view_family,confidence,period,description,source_url
aff_aff_prs_vaino_pos_head_ap,prs_vaino,pos_head_ap,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2016-08-12,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://www.kremlin.ru/catalog/persons/307/biography ; https://www.kremlin.ru/structure/administration/members
aff_aff_prs_kiriyenko_pos_first_dep_head_ap,prs_kiriyenko,pos_first_dep_head_ap,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2016-10-05,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://www.kremlin.ru/catalog/persons/175/biography ; https://www.kremlin.ru/structure/administration/members
aff_aff_prs_shoigu_pos_security_council_secretary,prs_shoigu,pos_security_council_secretary,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05-12,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://kremlin.ru/supplement/6438 ; https://www.kremlin.ru/events/security-council/79364
aff_aff_prs_mishustin_pos_prime_minister,prs_mishustin,pos_prime_minister,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-16,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/151/
aff_aff_prs_volodin_pos_chair_state_duma,prs_volodin,pos_chair_state_duma,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2021-10-12,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://duma.gov.ru/duma/chairman/
aff_aff_prs_matvienko_pos_chair_federation_council,prs_matvienko,pos_chair_federation_council,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2011-09-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://www.council.gov.ru/structure/persons/257/
aff_aff_prs_pamfilova_pos_chair_cik,prs_pamfilova,pos_chair_cik,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2026-03-30,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://www.cikrf.ru/news/cec/58309/ ; https://www.cikrf.ru/about/structure/
aff_aff_prs_zorkin_pos_chair_constitutional_court,prs_zorkin,pos_chair_constitutional_court,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,1991-10-30,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://www.ksrf.ru/about/judges/
aff_aff_prs_gutsan_pos_prosecutor_general,prs_gutsan,pos_prosecutor_general,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2025-09-24,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://epp.genproc.gov.ru/ru/gprf/about-the-proc/management/gutsan-aleksandr-vladimirovich-e5946283/
aff_aff_prs_bastrykin_pos_chair_sk,prs_bastrykin,pos_chair_sk,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2011-01-15,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://sledcom.ru/sk_russia/leaders/item/686/
aff_aff_prs_bortnikov_pos_director_fsb,prs_bortnikov,pos_director_fsb,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2008-05-12,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://www.fsb.ru/fsb/leadership.htm ; https://www.fsb.ru/fsb/history/leaders/single.htm%21id%3D10434670%40fsbBiography.html
aff_aff_prs_kolokoltsev_pos_minister_internal_affairs,prs_kolokoltsev,pos_minister_internal_affairs,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2012-05-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/199/
aff_aff_prs_belousov_pos_minister_defense,prs_belousov,pos_minister_defense,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05-14,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://kremlin.ru/catalog/persons/330/biography
aff_aff_prs_miller_pos_chairman_gazprom_board,prs_miller,pos_chairman_gazprom_board,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2001-05-30,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://www.gazprom.ru/about/management/board/miller/ ; https://www.gazprom.ru/investors/disclosure/irreleases/2026/february/
aff_aff_prs_gref_pos_ceo_sber,prs_gref,pos_ceo_sber,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2007-11-28,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://www.sberbank.com/ru/about/history ; https://www.sberbank.com/ru/investor-relations/groupresults/ifrs_february26_reporting_for_the_4th_quarter
aff_aff_prs_medvedev_pos_party_chair_united_russia,prs_medvedev,pos_party_chair_united_russia,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2021-06-19,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://er.ru/persons/predsedatel-partii ; https://kremlin.ru/events/president/news/79364
aff_aff_prs_mikheeva_pos_secretary_oprf,prs_mikheeva,pos_secretary_oprf,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-11-20,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://www.oprf.ru/news/pervoe-zasedanie-prezidiuma-soveta-obshchestvennykh-palat-rf-novyy-sostav-i-preemstvennost-traditsiy ; https://oprf.ru/news/lidiya-mikheeva-prinyala-uchastie-v-zasedanii-prezidiuma-maesssi
aff_aff_prs_podnosova_pos_chair_supreme_court,prs_podnosova,pos_chair_supreme_court,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-04-17-2025-09-24,Историческая аффилиация; завершена при кадровой смене в 2025 году.,https://council.gov.ru/events/news/169422/ ; https://vsrf.ru/about/structure/?section=supreme&subsection=219
aff_aff_prs_manturov_pos_first_dep_pm,prs_manturov,pos_first_dep_pm,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05-14,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/175/
aff_aff_prs_grigorenko_pos_dep_pm_grigorenko,prs_grigorenko,pos_dep_pm_grigorenko,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/621/
aff_aff_prs_novak_pos_dep_pm_novak,prs_novak,pos_dep_pm_novak,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-11-10,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/187/
aff_aff_prs_golikova_pos_dep_pm_golikova,prs_golikova,pos_dep_pm_golikova,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2018-05-18,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/12/
aff_aff_prs_trutnev_pos_dep_pm_trutnev,prs_trutnev,pos_dep_pm_trutnev,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2013-08-31,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/21/
aff_aff_prs_khusnullin_pos_dep_pm_khusnullin,prs_khusnullin,pos_dep_pm_khusnullin,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/620/
aff_aff_prs_chernyshenko_pos_dep_pm_chernyshenko,prs_chernyshenko,pos_dep_pm_chernyshenko,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/366/
aff_aff_prs_savelyev_pos_dep_pm_savelyev,prs_savelyev,pos_dep_pm_savelyev,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05-14,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/526/
aff_aff_prs_patrushev_dmitry_pos_dep_pm_patrushev,prs_patrushev_dmitry,pos_dep_pm_patrushev,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05-14,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/544/
aff_aff_prs_zolotov_pos_director_rosgvardiya,prs_zolotov,pos_director_rosgvardiya,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05-14,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://rosguard.gov.ru/page/index/leadership ; https://rosguard.gov.ru/News/Article/general-armii-viktor-zolotov-ukazom-prezidenta-rossijskoj-federacii-naznachen-direktorom-rosgvardii
aff_aff_prs_siluanov_pos_minister_finance,prs_siluanov,pos_minister_finance,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/166/
aff_aff_prs_lavrov_pos_minister_foreign_affairs,prs_lavrov,pos_minister_foreign_affairs,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2004-03-09,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/15/
aff_aff_prs_chuychenko_pos_minister_justice,prs_chuychenko,pos_minister_justice,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/548/
aff_aff_prs_reshetnikov_pos_minister_economy,prs_reshetnikov,pos_minister_economy,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/133/
aff_aff_prs_shadaev_pos_minister_digital,prs_shadaev,pos_minister_digital,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/627/
aff_aff_prs_tsivilev_pos_minister_energy,prs_tsivilev,pos_minister_energy,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05-14,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/545/
aff_aff_prs_alikhanov_pos_minister_industry_trade,prs_alikhanov,pos_minister_industry_trade,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05-14,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/503/
aff_aff_prs_murashko_pos_minister_health,prs_murashko,pos_minister_health,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/454/
aff_aff_prs_kotyakov_pos_minister_labor,prs_kotyakov,pos_minister_labor,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/626/
aff_aff_prs_lut_pos_minister_agriculture,prs_lut,pos_minister_agriculture,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05-14,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/742/
aff_aff_prs_kozlov_pos_minister_natural_resources,prs_kozlov,pos_minister_natural_resources,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-11-10,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/447/
aff_aff_prs_nikitin_pos_minister_transport,prs_nikitin,pos_minister_transport,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2025-07-14,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/327/ ; https://government.ru/news/55641/
aff_aff_prs_faizullin_pos_minister_construction,prs_faizullin,pos_minister_construction,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-11-10,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/680/
aff_aff_prs_kravtsov_pos_minister_education,prs_kravtsov,pos_minister_education,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/314/
aff_aff_prs_falkov_pos_minister_science,prs_falkov,pos_minister_science,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-21,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/624/
aff_aff_prs_chemezov_pos_ceo_rostec,prs_chemezov,pos_ceo_rostec,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2007-12-03,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://rostec.ru/about/ ; https://rostec.ru/media/news/rostekh-zapuskaet-tsikl-strategicheskikh-sessiy-na-temu-kooperatsii-nauki-i-biznesa/
aff_aff_prs_sechin_pos_ceo_rosneft,prs_sechin,pos_ceo_rosneft,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2012-05-23,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://www.rosneft.ru/Investors/ESG/Publichnie_pozicii/Rosneft_prioritet_bezopasnost/ ; https://www.rosneft.ru/press/news/item/223185
aff_aff_prs_yakushev_pos_secretary_general_council_er,prs_yakushev,pos_secretary_general_council_er,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://er.ru/activity/news/vladimir-yakushev-edinaya-rossiya-gotova-k-dostizheniyu-celej-izbiratelnoj-kampanii-2026-goda
aff_aff_prs_overchuk_pos_dep_pm_overchuk,prs_overchuk,pos_dep_pm_overchuk,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/622/
aff_aff_prs_nabiullina_pos_chair_cbr,prs_nabiullina,pos_chair_cbr,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2013-06,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://www.cbr.ru/about_br/dir/
aff_aff_prs_naryshkin_pos_director_svr,prs_naryshkin,pos_director_svr,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2016-10,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://svr.gov.ru/
aff_aff_prs_kurenkov_pos_minister_emergencies,prs_kurenkov,pos_minister_emergencies,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2022-05,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/department/91/
aff_aff_prs_lyubimova_pos_minister_culture,prs_lyubimova,pos_minister_culture,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/department/27/
aff_aff_prs_degtyarev_pos_minister_sport,prs_degtyarev,pos_minister_sport,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/gov/persons/675/
aff_aff_prs_chekunkov_pos_minister_far_east,prs_chekunkov,pos_minister_far_east,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-11,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://government.ru/en/department/462/
aff_aff_prs_bakanov_pos_ceo_roscosmos,prs_bakanov,pos_ceo_roscosmos,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,средняя,2025-02,"Основная текущая аналитическая аффилиация, дублирующая current_position_id для корректной работы графовых экспортов.",https://www.roscosmos.ru/
aff_aff_prs_medvedev_pos_dep_chair_security_council,prs_medvedev,pos_dep_chair_security_council,занимает должность,занимает_должность,дополнительная,2,средняя,однонаправленная,формальная,affiliation,высокая,,Дополнительная текущая роль; позволяет не терять многопозиционность при графовом импорте.,https://en.kremlin.ru/structure/security-council/members
aff_aff_prs_yakushev_pos_first_dep_chair_federation_council,prs_yakushev,pos_first_dep_chair_federation_council,занимает должность,занимает_должность,дополнительная,2,средняя,однонаправленная,формальная,affiliation,высокая,2024-09,Дополнительная текущая роль в парламентском контуре.,https://council.gov.ru/structure/administration/
aff_aff_prs_kovalchuk_boris_pos_chair_accounts_chamber,prs_kovalchuk_boris,pos_chair_accounts_chamber,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05-14,Основная текущая должность.,https://duma.gov.ru/news/63229/ ; https://ach.gov.ru/about/structure/chairman/
aff_aff_prs_egorov_daniil_pos_head_fts,prs_egorov_daniil,pos_head_fts,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2020-01-17,Основная текущая должность.,https://www.nalog.gov.ru/rn77/about_fts/fts/structure_fts/ca_fns/4312378/
aff_aff_prs_artyukhin_roman_pos_head_treasury,prs_artyukhin_roman,pos_head_treasury,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2007-10-08,Основная текущая должность.,https://roskazna.gov.ru/o-kaznachejstve/rukovodstvo/1073469/
aff_aff_prs_chikhanchin_yuriy_pos_director_rosfinmonitoring,prs_chikhanchin_yuriy,pos_director_rosfinmonitoring,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2008-06-13,Основная текущая должность.,https://www.fedsfm.ru/about/college-members ; https://www.fedsfm.ru/releases/9304
aff_aff_prs_magomedov_pos_dep_head_ap_magomedov,prs_magomedov,pos_dep_head_ap_magomedov,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2013-01-28,Основная текущая аффилиация.,https://www.kremlin.ru/catalog/persons/76/biography ; https://letters.kremlin.ru/news/by-person/117
aff_aff_prs_oreshkin_pos_dep_head_ap_oreshkin,prs_oreshkin,pos_dep_head_ap_oreshkin,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05-14,Основная текущая аффилиация.,https://kremlin.ru/catalog/persons/495/biography ; https://www.kremlin.ru/structure/administration/members
aff_aff_prs_ostrovenko_pos_dep_head_ap_ostrovenko,prs_ostrovenko,pos_dep_head_ap_ostrovenko,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2016-08-12,Основная текущая аффилиация.,https://www.kremlin.ru/catalog/persons/306/biography ; https://letters.kremlin.ru/news/by-person/250
aff_aff_prs_peskov_pos_dep_head_ap_peskov,prs_peskov,pos_dep_head_ap_peskov,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2012-05-22,Основная текущая аффилиация.,https://kremlin.ru/supplement/6466 ; https://www.kremlin.ru/structure/administration/members
aff_aff_prs_dyumin_pos_aide_president_dyumin,prs_dyumin,pos_aide_president_dyumin,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-05-14,Основная текущая аффилиация.,https://www.kremlin.ru/catalog/persons/462/biography ; https://www.kremlin.ru/structure/state-council/presidium
aff_aff_prs_yarin_pos_head_sub_ap_domestic_yarin,prs_yarin,pos_head_sub_ap_domestic_yarin,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2016-10-22,Основная текущая аффилиация.,https://letters.kremlin.ru/news/47918 ; https://www.kremlin.ru/structure/administration/departments
aff_aff_prs_brycheva_pos_head_sub_ap_state_legal_brycheva,prs_brycheva,pos_head_sub_ap_state_legal_brycheva,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2004-03-26,Основная текущая аффилиация.,https://www.kremlin.ru/catalog/persons/7/biography ; https://letters.kremlin.ru/news/by-person/2
aff_aff_prs_novikov_sergey_pos_head_sub_ap_public_projects_novikov,prs_novikov_sergey,pos_head_sub_ap_public_projects_novikov,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2023-01-30,Основная текущая аффилиация.,https://letters.kremlin.ru/news/47957 ; https://www.kremlin.ru/structure/administration/departments
aff_aff_prs_shalkov_pos_head_sub_ap_control_shalkov,prs_shalkov,pos_head_sub_ap_control_shalkov,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-06-13,Основная текущая аффилиация.,https://www.kremlin.ru/catalog/persons/569/biography ; https://letters.kremlin.ru/news/48087
aff_aff_prs_travnikov_maxim_pos_head_sub_ap_gov_service_travnikov,prs_travnikov_maxim,pos_head_sub_ap_gov_service_travnikov,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2023-05-23,Основная текущая аффилиация.,https://www.kremlin.ru/acts/news/71184 ; https://letters.kremlin.ru/news/by-person/284
aff_aff_prs_kharichev_pos_head_sub_ap_state_council_support_kharichev,prs_kharichev,pos_head_sub_ap_state_council_support_kharichev,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2022-05-25,Основная текущая аффилиация.,https://www.kremlin.ru/supplement/5805 ; https://letters.kremlin.ru/news/47927
aff_aff_prs_agafonov_pos_head_sub_ap_expert_agafonov,prs_agafonov,pos_head_sub_ap_expert_agafonov,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-11-01,Основная текущая аффилиация.,https://letters.kremlin.ru/news/47642 ; https://letters.kremlin.ru/news/by-person/391
aff_aff_prs_mikheev_aleksey_pos_head_sub_ap_citizen_appeals_mikheev,prs_mikheev_aleksey,pos_head_sub_ap_citizen_appeals_mikheev,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2026-01-23,Основная текущая аффилиация.,https://www.kremlin.ru/acts/news/79033 ; https://letters.kremlin.ru/news/by-person/183
aff_aff_prs_matveeva_tatyana_pos_head_sub_ap_ict_matveeva,prs_matveeva_tatyana,pos_head_sub_ap_ict_matveeva,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2023-11-20,Основная текущая аффилиация.,https://letters.kremlin.ru/news/by-person/320 ; https://www.kremlin.ru/structure/administration/departments
aff_aff_prs_neverov_igor_pos_head_sub_ap_external_policy_neverov,prs_neverov_igor,pos_head_sub_ap_external_policy_neverov,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2025-01-01,Основная текущая аффилиация.,https://www.kremlin.ru/structure/administration/departments ; https://letters.kremlin.ru/news/46966
aff_aff_prs_bilenkina_pos_head_sub_ap_science_edu_bilenkina,prs_bilenkina,pos_head_sub_ap_science_edu_bilenkina,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2025-01-01,Основная текущая аффилиация.,https://letters.kremlin.ru/news/by-person/192 ; https://www.kremlin.ru/structure/administration/departments
aff_aff_prs_osipov_vladimir_pos_head_sub_ap_awards_osipov,prs_osipov_vladimir,pos_head_sub_ap_awards_osipov,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2025-01-01,Основная текущая аффилиация.,https://letters.kremlin.ru/news/by-person/38 ; https://www.kremlin.ru/structure/administration/departments
aff_aff_prs_korolev_sergey_pos_first_dep_director_fsb,prs_korolev_sergey,pos_first_dep_director_fsb,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2021-03-24,Основная текущая аффилиация.,https://www.fsb.ru/fsb/leadership.htm
aff_aff_prs_kulishov_pos_first_dep_director_fsb_border,prs_kulishov,pos_first_dep_director_fsb_border,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2013-03-01,Основная текущая аффилиация.,https://www.fsb.ru/fsb/leadership.htm ; https://ps.fsb.ru/
aff_aff_prs_tabak_pos_ceo_dialog,prs_tabak,pos_ceo_dialog,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2021-12-01,Основная текущая аффилиация.,https://dialog.info/v-dialoge-novyj-gendirektor/ ; https://dialog.info/news/
aff_aff_prs_makarov_tikhon_pos_dep_ceo_dialog_regions_makarov,prs_makarov_tikhon,pos_dep_ceo_dialog_regions_makarov,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2026-02-02,Основная текущая аффилиация.,https://dialog.info/tihon-makarov-naznachen-zamestitelem-gendirektora-ano-dialog-regiony/
aff_aff_prs_ablets_pos_dep_ceo_dialog_regions_ablets,prs_ablets,pos_dep_ceo_dialog_regions_ablets,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-01-01,Основная текущая аффилиация.,https://dialog.info/news/
aff_aff_prs_goreslavsky_pos_ceo_iri,prs_goreslavsky,pos_ceo_iri,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2021-01-01,Основная текущая аффилиация.,https://xn--h1aax.xn--p1ai/news/itogi-konkursa-debyutnykh-proektov/ ; https://xn--h1aax.xn--p1ai/news/eksperty-obshchestvennogo-soveta-pri-mintsifry-obsudili-vazhnost-transformatsii-raboty-zhurnalistov-/
aff_aff_prs_betin_pos_ceo_rsv,prs_betin,pos_ceo_rsv,занимает должность,занимает_должность,основная,3,сильная,однонаправленная,формальная,affiliation,высокая,2024-12-17,Основная текущая аффилиация.,https://rsv.ru/about-us/team/andrej-betin/ ; https://rsv.ru/news/1/7572/
